"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"9257",9257,"CMM1036","CM962","GEOCHIMIE","Niveau 18","G11","T2","Zone1","0","0","279658,0977","200640,1028","494,0017138","0,29991431","0,29991431","32,61353899","63,5218509","11,99657241","0","0","0","0","0","3,127677806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50,55698372","0"
"9259",9259,"CMM993","CM964","GEOCHIMIE","Niveau 18","G11","T4","Zone1","0","0","276262,2108","200592,1165","494,4301628","0,342759212","0,342759212","31,64524422","47,36075407","13,19622965","0","0","0","0","0","2,982005141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50,55698372","0"
"9260",9260,"CMM1037","CM965","GEOCHIMIE","Niveau 18","G11","T3","Zone1","0","0","274519,2802","200508,9974","486,6323907","0,342759212","0,342759212","33,22193659","61,42245073","13,19622965","0","0","0","0","0","2,956298201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50,55698372","0"
"9262",9262,"CMM1156","CM974","GEOCHIMIE","Niveau 18","G11","T1","Zone1","0","0","280527,4036","202095,6641","499,7429306","0,514138817","0,514138817","33,78748929","60,86546701","11,25107112","0","0","0","0","0","0,162810626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50,55698372","0"
"9263",9263,"CMM970","CM976","GEOCHIMIE","Niveau 18","G11","T2","Zone1","0","0","277345,8698","206038,0291","503,4275921","0,514138817","0,514138817","31,11396744","55,01285347","11,39674379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11,7823479","2,699228792","6,855184233","0","0","0","116,538132","0","0","50,55698372","0"
"9264",9264,"CMM1158","CM847","GEOCHIMIE","Niveau 18","G11","T1","Zone1","0","0","273417,1894","204507,2494","470,7197943","0,385604113","0,385604113","36,28106255","45,02999143","10,39417309","34,85861183","12,87917738","0,411311054","1,328191945","2,116538132","0","0","0","0,685518423","15,42416452","40,27420737","3,427592117","77,12082262","190,2313625","0","0","873,1790917","0","0","0","0","0,257069409","0","0","0","0","0","0","0","50,55698372","0"
"9265",9265,"CMM1005","CM1298","GEOCHIMIE","Niveau 18","G11","T1","Zone3","0","0","300852,2879","205791,0111","572,2365039","0,514138817","0,514138817","26,38389032","44,97857755","7,497857755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7,189374464","0","0","0","0","0","0","0","50,55698372","0"
"9267",9267,"CMM1040","CM943","GEOCHIMIE","Niveau 18","G11","T1","Zone1","0","0","285695,5184","202086,7781","520,9083119","0,514138817","0,514138817","27,7377892","52,57069409","13,19622965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6,195372751","0","0","0","0","0","0","0","50,55698372","0"
"9268",9268,"CMM980","CM1524","GEOCHIMIE","Niveau 19","G11","T4","Zone3","0","0","300475,15","208638,3719","617,0779777","0,257069409","0,257069409","59,64010283","0","0","0","3,770351328","0","0","0","0","0","0","0","5,998286204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9269",9269,"CMM981","CM1530","GEOCHIMIE","Niveau 19","G11","T3","Zone3","0","0","302221,7481","208757,8749","605,8183376","0,59982862","0,59982862","59,89717224","0","0","0","4,11311054","0","0","0","0","0","0","0","8,568980291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9272",9272,"CMM984","CM1541","GEOCHIMIE","Niveau 19","G11","T4","Zone3","0","0","300171,6881","206403,4105","604,9614396","0,514138817","0,514138817","60,15424165","0","0","0","4,198800343","0","0","0","0","0","0","0","10,28277635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9273",9273,"CMM944","CM1600","GEOCHIMIE","Niveau 19","G11","T2","Zone3","0","0","296243,6847","208572,2365","603,7275064","0,428449015","0,428449015","58,14910026","64,07883462","5,098543273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,505569837","0","0","0","0","0","0","0","3,427592117","0"
"9275",9275,"CMM946","CM1646","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","290437,018","204479,9143","569,6915167","0,514138817","0,514138817","54,93573265","68,50042845","5,398457584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,28277635","0","0","0","0","0","0","0","3,427592117","0"
"9277",9277,"CMM948","CM1651","GEOCHIMIE","Niveau 19","G11","T3","Zone1","0","0","297292,2022","204479,9143","597,5149957","0,59982862","0,59982862","60,31705227","76,06683805","4,198800343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,214224507","0","0","0","0","0","0","0","3,427592117","0"
"9278",9278,"CMM949","CM1655","GEOCHIMIE","Niveau 19","G11","T4","Zone1","0","0","300717,9606","204482,7592","593,8646101","1,628106255","1,199657241","59,00599829","66,09254499","3,881748072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,179948586","0","0","0","0","0","0","0","3,427592117","0"
"9279",9279,"CMM950","CM1668","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","292150,2913","201507,3865","541,5938303","0,59982862","0,59982862","58,80891174","73,74464439","4,498714653","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,222793488","0","0","0","0","0","0","0","3,427592117","0"
"9280",9280,"CMM951","CM1672","GEOCHIMIE","Niveau 19","G11","T4","Zone1","0","0","299005,9983","201511,5167","578,7832048","0,428449015","0,428449015","60,32562125","69,98286204","4,652956298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,188517566","0","0","0","0","0","0","0","3,427592117","0"
"9283",9283,"CMM954","CM157","GEOCHIMIE","Niveau 19","G11","T1","Zone1","0","0","282724,9357","202995,7069","506,7866324","0,642673522","0,085689803","51,67952014","68,65467009","3,299057412","0","14,89288775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,30848329","0","0","0","0","0","0","0","3,427592117","0"
"9285",9285,"CMM956","CM163","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","285295,6298","201511,5167","516,8551842","0,556983719","0,556983719","58,09768638","67,86632391","3,710368466","0","2,142245073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,197086547","0","0","0","0","0","0","0","3,427592117","0"
"9286",9286,"CMM957","CM166","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","281439,5887","200769,4173","495,7583548","0,257069409","0,257069409","48,84318766","65,88688946","7,797772065","0","7,480719794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,317052271","0","0","0","0","0","0","0","3,427592117","0"
"9288",9288,"CMM959","CM265","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","279725,7926","206706,2039","516,3838903","0,257069409","0,257069409","40,63410454","67,7806341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,084832905","0,29134533","11,13967438","0","0","0","88,260497","0","0","3,427592117","0"
"9289",9289,"CMM960","CM284","GEOCHIMIE","Niveau 19","G11","T1","Zone1","0","0","277635,6898","204500,7626","484,335904","0,685518423","0,685518423","49,23736075","67,44644387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15,10711225","0,497000857","5,998286204","0","0","0","571,5509854","0","0","3,427592117","0"
"9290",9290,"CMM961","CM285","GEOCHIMIE","Niveau 19","G11","T1","Zone1","0","0","278440,4456","204479,9057","498,3890317","0,428449015","0,428449015","50,89117395","58,49185947","8,997429306","0","5,518423308","0","0","0","0","0","0","0,359897172","18,85175664","0","0","0","0","0","0","0","565,5526992","0","0","1,885175664","0,248500428","20,5655527","0","0","0","198,8003428","0","0","3,427592117","0"
"9291",9291,"CMM962","CM289","GEOCHIMIE","Niveau 19","G11","T1","Zone1","0","0","278011,9966","203737,8063","488,9203085","0,257069409","0,257069409","49,64010283","61,39674379","7,197943445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6,426735219","0,368466153","7,712082262","0","0","0","260,4970009","0","0","3,427592117","0"
"9292",9292,"CMM963","CM296","GEOCHIMIE","Niveau 19","G11","T1","Zone1","0","0","274158,7147","202993,5219","484,8157669","0,342759212","0,342759212","54,61868038","67,06083976","5,484147386","40,13710368","5,209940017","0,257069409","0,642673522","3,076263925","0","0","0","0,411311054","2,570694087","112,2536418","6,855184233","207,3693231","186,8037704","0","0","766,9237361","0","0","0","0","0,29134533","0","0","0","0","0","0","0","3,427592117","0"
"9293",9293,"CMM964","CM298","GEOCHIMIE","Niveau 19","G11","T1","Zone1","0","0","275869,7515","202995,7069","481,8851757","0,514138817","0,514138817","55,61268209","64,79862896","5,398457584","0","5,724078835","0","0","0","0","0","0","0","9,42587832","0","0","0","0","0","0","0","1404,45587","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9294",9294,"CMM966","CM304","GEOCHIMIE","Niveau 19","G11","T1","Zone1","0","0","280154,2416","202995,7069","501,4652956","0,642673522","0,642673522","51,55955441","67,46358183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9295",9295,"CMM967","CM341","GEOCHIMIE","Niveau 19","G11","T3","Zone1","0","0","274155,9554","200027,3179","487,4464439","0,856898029","0,771208226","59,44301628","75,53556127","4,498714653","0","3,076263925","0","0","0","0","0","0","0","5,998286204","0","0","0","0","0","0","0","224,5072836","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9296",9296,"CMM968","CM345","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","277583,5476","200027,3179","519,2544987","0,342759212","0,342759212","45,67266495","64,67009426","8,920308483","0","6,623821765","0","0","0","0","0","0","0","8,568980291","0","0","0","0","0","0","0","185,0899743","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9297",9297,"CMM969","CM975","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","296044,9871","202261,6967","574,5672665","0,514138817","0,514138817","61,1311054","72,68209083","3,82176521","41,67952014","3,710368466","0,171379606","0,497000857","3,427592117","0","0","0","0,274207369","2,570694087","97,68637532","7,712082262","265,638389","260,4970009","0","0","692,3736075","0","0","0","0","0,188517566","0","0","0","0","0","0","0","3,427592117","0"
"9298",9298,"CMM970","CM976","GEOCHIMIE","Niveau 19","G11","T2","Zone1","0","0","277345,8698","206038,0291","503,4275921","0,942587832","0,59982862","45,35561268","62,25364182","7,026563839","0","9,71722365","0","0","0","0","0","0","0","11,13967438","0","0","0","0","0","0","0","171,3796058","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9299",9299,"CMM994","CM1132","GEOCHIMIE","Niveau 19","G11","T3","Zone3","0","0","301648,1577","209035,647","606,8551842","0,556983719","0,556983719","59,29734362","0","0","0","3,941730934","0","0","0","0","0","0","0","8,568980291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9301",9301,"CMM996","CM1137","GEOCHIMIE","Niveau 19","G11","T4","Zone3","0","0","299940,7027","207508,4833","611,6538132","0,556983719","0,556983719","57,75492716","0","0","0","3,170522708","0","0","0","0","0","0","0","25,70694087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9303",9303,"CMM998","CM1142","GEOCHIMIE","Niveau 19","G11","T1","Zone3","0","0","300821,8509","205943,8732","582,0051414","0,471293916","0,471293916","55,61268209","0","0","0","9,597257926","0","0","0","0","0","0","0","7,712082262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9306",9306,"CMM972","CM1256","GEOCHIMIE","Niveau 19","G11","T1","Zone3","0","0","301437,018","207978,886","590,6255356","0,59982862","0,59982862","54,59297344","72,93916024","6,598114824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,248500428","0","0","0","0","0","0","0","3,427592117","0"
"9307",9307,"CMM973","CM1258","GEOCHIMIE","Niveau 19","G11","T3","Zone3","0","0","302292,1508","207917,1037","596,092545","0,514138817","0,514138817","56,98371894","0","0","0","4,455869751","0","0","0","0","0","0","0","23,13624679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9309",9309,"CMM1001","CM1266","GEOCHIMIE","Niveau 19","G11","T2","Zone3","0","0","300771,5853","207649,7344","590,3770351","0,428449015","0,428449015","59,38303342","0","0","0","3,427592117","0","0","0","0","0","0","0","10,28277635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9310",9310,"CMM974","CM1267","GEOCHIMIE","Niveau 19","G11","T1","Zone3","0","0","300957,9606","207268,6547","589,3744644","0,514138817","0,514138817","62,50214225","53,88174807","3,598971722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,359897172","0","0","0","0","0","0","0","3,427592117","0"
"9312",9312,"CMM976","CM1286","GEOCHIMIE","Niveau 19","G11","T2","Zone3","0","0","302687,395","207142,3479","586,3153385","0,856898029","0,642673522","59,82862039","68,72322194","4,147386461","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,214224507","0","0","0","0","0","0","0","3,427592117","0"
"9313",9313,"CMM1002","CM1289","GEOCHIMIE","Niveau 19","G11","T2","Zone3","0","0","302425,347","206791,671","589,7172237","0,342759212","0,342759212","59,81148243","0","0","0","4,370179949","0","0","0","0","0","0","0","8,568980291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9314",9314,"CMM978","CM1292","GEOCHIMIE","Niveau 19","G11","T2","Zone3","0","0","300416,1525","206578,6975","588,8346187","0,471293916","0,471293916","59,09168809","63,14481577","3,598971722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,351328192","0","0","0","0","0","0","0","3,427592117","0"
"9315",9315,"CMM1003","CM1294","GEOCHIMIE","Niveau 19","G11","T3","Zone3","0","0","300905,6127","206531,4225","591,0368466","0,556983719","0,556983719","60,15424165","0","0","0","5,141388175","0","0","0","0","0","0","0","8,568980291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9317",9317,"CMM1004","CM1297","GEOCHIMIE","Niveau 19","G11","T3","Zone3","0","0","300420,8141","205822,7506","595,4927164","0,085689803","0,085689803","54,15595544","0","0","0","9,682947729","0","0","0","0","0","0","0","8,568980291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,427592117","0"
"9318",9318,"CMM980","CM1524","GEOCHIMIE","Niveau 20","G11","T4","Zone3","0","0","300475,15","208638,3719","617,0779777","0,514138817","0,514138817","62,21079692","0","0","0","1,199657241","0","0","0","0","0","0","0","11,99657241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9319",9319,"CMM981","CM1530","GEOCHIMIE","Niveau 20","G11","T3","Zone3","0","0","302221,7481","208757,8749","605,8183376","0,342759212","0,342759212","60,15424165","0","0","0","1,113967438","0","0","0","0","0","0","0","16,28106255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9322",9322,"CMM984","CM1541","GEOCHIMIE","Niveau 20","G11","T4","Zone3","0","0","300171,6881","206403,4105","604,9614396","0,342759212","0,342759212","62,46786632","0","0","0","1,113967438","0","0","0","0","0","0","0","23,99314482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9323",9323,"CMM944","CM1600","GEOCHIMIE","Niveau 20","G11","T2","Zone3","0","0","296243,6847","208572,2365","603,7275064","0,471293916","0,471293916","59,08311911","65,02142245","3,924592973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,514138817","0","0","0","0","0","0","0","2,570694087","0"
"9325",9325,"CMM946","CM1646","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","290437,018","204479,9143","569,6915167","0,119965724","0,119965724","61,66238218","80,41988003","3,598971722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,239931448","0","0","0","0","0","0","0","2,570694087","0"
"9327",9327,"CMM948","CM1651","GEOCHIMIE","Niveau 20","G11","T3","Zone1","0","0","297292,2022","204479,9143","597,5149957","0,128534704","0,128534704","63,34190231","79,62296487","5,098543273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,239931448","0","0","0","0","0","0","0","2,570694087","0"
"9328",9328,"CMM949","CM1655","GEOCHIMIE","Niveau 20","G11","T4","Zone1","0","0","300717,9606","204482,7592","593,8646101","0,59982862","0,59982862","63,96743787","77,90059983","3,299057412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,222793488","0","0","0","0","0","0","0","2,570694087","0"
"9329",9329,"CMM950","CM1668","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","292150,2913","201507,3865","541,5938303","0,514138817","0,514138817","62,63924593","74,29305913","3,598971722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,197086547","0","0","0","0","0","0","0","2,570694087","0"
"9330",9330,"CMM951","CM1672","GEOCHIMIE","Niveau 20","G11","T4","Zone1","0","0","299005,9983","201511,5167","578,7832048","0,59982862","0,59982862","63,23907455","81,1311054","3,598971722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,197086547","0","0","0","0","0","0","0","2,570694087","0"
"9333",9333,"CMM953","CM155","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","286152,5278","202995,7069","522,7934876","1,585261354","1,585261354","59,57155099","73,53898886","3,616109683","34,71293916","4,224507284","0,137103685","0,402742074","3,24764353","0","0","0","0,29991431","3,427592117","115,6812339","8,568980291","242,5021422","233,933162","0","0","738,6461011","0","0","0","0","0,094258783","0","0","0","0","0","0","0","2,570694087","0"
"9335",9335,"CMM955","CM161","GEOCHIMIE","Niveau 20","G11","T3","Zone1","0","0","288723,2219","201511,5167","531,4053128","1,071122536","0,728363325","63,23050557","74,53299057","3,701799486","0","2,63924593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,231362468","0","0","0","0","0","0","0","2,570694087","0"
"9336",9336,"CMM956","CM163","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","285295,6298","201511,5167","516,8551842","0,257069409","0,257069409","57,5235647","77,41216795","6,598114824","0","1,431019709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,317052271","0","0","0","0","0","0","0","2,570694087","0"
"9338",9338,"CMM958","CM263","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","279297,3436","207448,3033","509,4858612","0,728363325","0,728363325","60,78834619","71,34532991","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,927163668","0,29134533","10,28277635","0","0","0","182,5192802","0","0","2,570694087","0"
"9339",9339,"CMM959","CM265","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","279725,7926","206706,2039","516,3838903","0,728363325","0,728363325","61,22536418","76,13538989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,936589546","0,231362468","9,42587832","0","0","0","255,3556127","0","0","2,570694087","0"
"9340",9340,"CMM960","CM284","GEOCHIMIE","Niveau 20","G11","T1","Zone1","0","0","277635,6898","204500,7626","484,335904","0,342759212","0,342759212","57,59211654","69,3487575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6,109682948","0,642673522","5,998286204","0","0","0","749,7857755","0","0","2,570694087","0"
"9341",9341,"CMM961","CM285","GEOCHIMIE","Niveau 20","G11","T1","Zone1","0","0","278440,4456","204479,9057","498,3890317","0,342759212","0,342759212","59,08311911","69,46872322","4,798628963","0","4,070265638","0","0","0","0","0","0","0,351328192","5,141388175","0","0","0","0","0","0","0","903,1705227","0","0","1,568123393","0,239931448","4,284490146","0","0","0","397,6006855","0","0","2,570694087","0"
"9342",9342,"CMM963","CM296","GEOCHIMIE","Niveau 20","G11","T1","Zone1","0","0","274158,7147","202993,5219","484,8157669","0,685518423","0,685518423","61,15681234","78,3461868","4,001713796","43,13624679","1,713796058","0,445586975","0,248500428","3,410454156","0","0","0","0,28277635","2,570694087","118,251928","8,568980291","338,4747215","241,6452442","0","0","868,0377035","0","0","0","0","0,197086547","0","0","0","0","0","0","0","2,570694087","0"
"9343",9343,"CMM964","CM298","GEOCHIMIE","Niveau 20","G11","T1","Zone1","0","0","275869,7515","202995,7069","481,8851757","0,385604113","0,385604113","61,50814053","77,97772065","4,498714653","0","2,082262211","0","0","0","0","0","0","0","7,712082262","0","0","0","0","0","0","0","1397,600686","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9344",9344,"CMM965","CM303","GEOCHIMIE","Niveau 20","G11","T1","Zone1","0","0","279292,922","202988,5347","501,7652099","0,942587832","0,257069409","38,74892888","62,83633248","14,6958012","0","4,507283633","0","0","0","0","0","0","0,437017995","17,99485861","0","0","0","0","0","0","0","355,6126821","0","0","3,024850043","0,488431877","17,13796058","0","0","0","217,6520994","0","0","2,570694087","0"
"9345",9345,"CMM966","CM304","GEOCHIMIE","Niveau 20","G11","T1","Zone1","0","0","280154,2416","202995,7069","501,4652956","1,371036847","1,028277635","58,86032562","76,31533847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,82176521","0,539845758","7,712082262","0","0","0","419,8800343","0","0","2,570694087","0"
"9346",9346,"CMM967","CM341","GEOCHIMIE","Niveau 20","G11","T3","Zone1","0","0","274155,9554","200027,3179","487,4464439","0,771208226","0,771208226","54,55012853","78,05484147","5,698371894","0","6,700942588","0","0","0","0","0","0","0","7,712082262","0","0","0","0","0","0","0","231,3624679","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9347",9347,"CMM968","CM345","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","277583,5476","200027,3179","519,2544987","1,028277635","1,028277635","57,24935733","73,14481577","5,809768638","0","2,013710368","0","0","0","0","0","0","0","6,855184233","0","0","0","0","0","0","0","179,0916881","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9348",9348,"CMM969","CM975","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","296044,9871","202261,6967","574,5672665","0,171379606","0,171379606","64,0874036","74,43873179","3,924592973","42,79348757","0,59982862","0,231362468","0,197086547","3,53041988","0","0","0","0,214224507","3,427592117","99,40017138","5,998286204","415,5955441","300,7712082","0","0","739,5029991","0","0","0","0","0,188517566","0","0","0","0","0","0","0","2,570694087","0"
"9349",9349,"CMM970","CM976","GEOCHIMIE","Niveau 20","G11","T2","Zone1","0","0","277345,8698","206038,0291","503,4275921","0,728363325","0,728363325","60,59982862","74,24164524","4,550128535","0","1,242502142","0","0","0","0","0","0","0","5,141388175","0","0","0","0","0","0","0","360,7540703","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9351",9351,"CMM995","CM1136","GEOCHIMIE","Niveau 20","G11","T2","Zone3","0","0","303305,9126","207393,1448","584,3187661","0,471293916","0,471293916","64,35304199","0","0","0","1,113967438","0","0","0","0","0","0","0","10,28277635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9353",9353,"CMM997","CM1141","GEOCHIMIE","Niveau 20","G11","T1","Zone3","0","0","301676,0069","206069,4087","579,4258783","0,257069409","0,257069409","63,66752356","0","0","0","0,942587832","0","0","0","0","0","0","0","7,712082262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9356",9356,"CMM999","CM1253","GEOCHIMIE","Niveau 20","G11","T1","Zone3","0","0","303002,1765","208239,6915","588,0377035","0,856898029","0,856898029","62,55355613","0","0","0","1,713796058","0","0","0","0","0","0","0","21,42245073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9357",9357,"CMM972","CM1256","GEOCHIMIE","Niveau 20","G11","T1","Zone3","0","0","301437,018","207978,886","590,6255356","0,085689803","0,085689803","62,89631534","81,49100257","4,11311054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,274207369","0","0","0","0","0","0","0","2,570694087","0"
"9359",9359,"CMM1000","CM1263","GEOCHIMIE","Niveau 20","G11","T1","Zone3","0","0","302053,1877","207561,2596","580,882605","0,29991431","0,29991431","62,03941731","0","0","0","1,113967438","0","0","0","0","0","0","0","10,28277635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9360",9360,"CMM1001","CM1266","GEOCHIMIE","Niveau 20","G11","T2","Zone3","0","0","300771,5853","207649,7344","590,3770351","0,428449015","0,428449015","63,06769494","0","0","0","1,113967438","0","0","0","0","0","0","0","10,28277635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9362",9362,"CMM975","CM1268","GEOCHIMIE","Niveau 20","G11","T2","Zone3","0","0","301811,2682","207209,4344","587,9005998","0,385604113","0,385604113","66,01542416","68,45758355","2,999143102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,128534704","0","0","0","0","0","0","0","2,570694087","0"
"9363",9363,"CMM976","CM1286","GEOCHIMIE","Niveau 20","G11","T2","Zone3","0","0","302687,395","207142,3479","586,3153385","0,814053128","0,342759212","63,48757498","80,29991431","4,233076264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,274207369","0","0","0","0","0","0","0","2,570694087","0"
"9364",9364,"CMM1002","CM1289","GEOCHIMIE","Niveau 20","G11","T2","Zone3","0","0","302425,347","206791,671","589,7172237","0,214224507","0,214224507","60,06855184","0","0","0","1,713796058","0","0","0","0","0","0","0","12,85347044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
"9365",9365,"CMM978","CM1292","GEOCHIMIE","Niveau 20","G11","T2","Zone3","0","0","300416,1525","206578,6975","588,8346187","0,171379606","0,171379606","64,32733505","76,65809769","3,299057412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,325621251","0","0","0","0","0","0","0","2,570694087","0"
"9367",9367,"CMM1004","CM1297","GEOCHIMIE","Niveau 20","G11","T3","Zone3","0","0","300420,8141","205822,7506","595,4927164","1,628106255","1,628106255","64,18166238","0","0","0","1,285347044","0","0","0","0","0","0","0","23,13624679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,570694087","0"
