"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"7814",7814,"CMM125","CM764","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","392396,583","280907,9355","814,7635","0,4025","0,4025","75,141","89,792","8,05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,598","0","0","0","0","0","0","0","26,45","0"
"7816",7816,"CMM127","CM766","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","397573,837","279914,37","810,2325","0,805","0,7245","68,1835","71,116","7,245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,506","0","0","0","0","0","0","0","26,45","0"
"7820",7820,"CMM134","CM773","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","396996,514","278916,2045","799,2615","0,92","0,92","57,822","92,874","16,2265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,3115","0","0","0","0","0","0","0","26,45","0"
"7822",7822,"CMM138","CM777","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","398734,5665","277926,0085","804,816","0,46","0,46","57,5345","54,2225","14,0875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,2195","0","0","0","0","0","0","0","26,45","0"
"7824",7824,"CMM146","CM785","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","398147,457","276936,3185","804,241","1,4375","1,4375","66,2975","81,9605","10,4995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,759","0","0","0","0","0","0","0","26,45","0"
"7825",7825,"CMM147","CM786","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","396994,904","276927,383","797,6975","1,2075","1,2075","69,2185","93,794","9,2575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,6325","0","0","0","0","0","0","0","26,45","0"
"7826",7826,"CMM152","CM791","GEOCHIMIE","C2IB","G11","T4","Zone3","0","0","399889,27","275938,3255","812,8315","1,38","1,38","69,552","86,825","8,648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,644","0","0","0","0","0","0","0","26,45","0"
"7827",7827,"CMM153","CM792","GEOCHIMIE","C2IB","G11","T3","Zone3","0","0","398726,114","275931,7475","810,3705","0,805","0,805","72,151","87,2735","8,05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,506","0","0","0","0","0","0","0","26,45","0"
"7828",7828,"CMM154","CM793","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","397573,722","275930,1145","800,607","0,8625","0,8625","60,2255","84,916","11,914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,173","0","0","0","0","0","0","0","26,45","0"
"7829",7829,"CMM157","CM796","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","394131,519","275927,6535","783,219","0,5175","0,5175","52,601","97,589","19,32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,437","0","0","0","0","0","0","0","26,45","0"
"7830",7830,"CMM168","CM807","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","389781","274422,269","764,5545","0,9775","0,9775","70,794","99,337","9,66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,4485","0","0","0","0","0","0","0","26,45","0"
"7831",7831,"CMM170","CM809","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","394381","274422,269","787,5775","2,07","2,07","73,2665","105,432","9,752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,437","0","0","0","0","0","0","0","26,45","0"
"7833",7833,"CMM176","CM815","GEOCHIMIE","C2IB","G11","T4","Zone1","0","0","403578,539","274426,087","796,996","1,725","1,725","70,426","93,449","9,9475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,4945","0","0","0","0","0","0","0","26,45","0"
"7835",7835,"CMM188","CM827","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","392080,2985","270432,988","726,846","1,035","1,035","58,2475","80,1665","14,49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,46","0","0","0","0","0","0","0","26,45","0"
"7836",7836,"CMM189","CM828","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","396683,07","270437,519","756,309","2,76","2,645","63,1465","91,3905","12,742","56,028","6,4285","0,437","1,1155","3,611","0","0","0","0,69","11,5","106,95","11,5","152,95","380,65","0","0","1138,5","0","0","0","0","0,4255","0","0","0","0","0","0","0","26,45","0"
"7840",7840,"CMM495","CM1132","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","385184,2545","274431,009","745,2575","0,92","0,92","61,686","84,088","22,1375","0","8,119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3565","0","0","0","0","0","0","0","26,45","0"
"7841",7841,"CMM497","CM1134","GEOCHIMIE","C2IB","G11","T3","Zone1","0","0","379431","274422,2575","704,03","1,265","1,265","72,4385","100,7745","11,27","0","9,499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,104","0","0","0","0","0","0","0","26,45","0"
"7842",7842,"CMM499","CM1136","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","386333,691","272437,967","712,494","1,6675","1,15","73,1975","97,9915","9,936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3565","0","0","0","0","0","0","0","26,45","0"
"7843",7843,"CMM500","CM1137","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","384031","272430,3885","701,615","3,9675","3,2775","68,126","99,9465","12,466","54,0385","2,921","0,4025","0,7705","3,91","0","0","0","0,46","33,35","131,1","6,9","340,4","397,9","0","0","1397,25","0","0","0","0","0,3335","0","0","0","0","0","0","0","26,45","0"
"7844",7844,"CMM502","CM1139","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","379431","272430,3885","680,133","1,5525","0,782","81,926","99,3025","5,8535","0","2,7025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,345","0","0","0","0","0","0","0","26,45","0"
"7845",7845,"CMM504","CM1141","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","384606","271434,4655","702,5695","2,7025","2,7025","49,059","71,7025","19,9985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7,153","0","0","0","0","0","0","0","26,45","0"
"7846",7846,"CMM505","CM1142","GEOCHIMIE","C2IB","G11","T3","Zone1","0","0","387481","270438,531","713,1725","0,46","0,345","60,651","56,2005","14,49","0","9,4875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,173","0","0","0","0","0","0","0","26,45","0"
"7848",7848,"CMM510","CM1147","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","377706","269442,5965","665,3325","3,2775","3,2775","58,6845","79,4075","15,5825","0","4,876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,231","0","0","0","0","0","0","0","26,45","0"
"7849",7849,"CMM515","CM1152","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","379431","268446,662","671,186","1,3225","1,3225","47,472","69,6095","19,596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7,1185","0","0","0","0","0","0","0","26,45","0"
"7850",7850,"CMM516","CM1153","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","377131","268446,662","663,1475","1,84","1,84","43,5275","82,6505","20,8495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,6445","0","0","0","0","0","0","0","26,45","0"
"7851",7851,"CMM597","CM1234","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","374831","278405,9955","683,7555","1,7825","1,7825","56,2005","82,386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,185","0,2875","36,8","0","0","0","161","0","0","26,45","0"
"7852",7852,"CMM598","CM1235","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","375981","278405,9955","675,2455","1,725","1,725","56,2695","86,4455","19,136","0","3,9675","0","0","0","0","0","0","0,4025","37,95","0","0","0","0","0","0","0","121,9","0","0","1,679","0,4255","21,85","0","0","0","170,2","0","0","26,45","0"
"7854",7854,"CMM616","CM1253","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","372600,9775","274450,2485","650,003","1,84","1,84","51,773","72,059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,3","0,552","18,4","0","0","0","415,15","0","0","26,45","0"
"7855",7855,"CMM617","CM1254","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","373681","274422,2575","668,863","2,645","2,0125","57,086","83,03","16,721","0","4,715","0","0","0","0","0","0","0,3565","26,45","0","0","0","0","0","0","0","623,3","0","0","2,7255","0,2415","19,55","0","0","0","336,95","0","0","26,45","0"
"7856",7856,"CMM621","CM1258","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","373106","273426,323","656,1555","2,645","2,185","54,349","83,1105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,4835","0,552","26,45","0","0","0","238,05","0","0","26,45","0"
"7857",7857,"CMM626","CM1263","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","365631","272430,3885","633,926","1,955","1,955","61,019","84,3525","15,8585","0","6,302","0","0","0","0","0","0","0","17,25","0","0","0","0","0","0","0","287,5","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7860",7860,"CMM633","CM1270","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","374825,066","272420,763","673,394","0,69","0,69","54,418","88,2625","16,5025","0","4,117","0","0","0","0","0","0","0,6325","31,05","0","0","0","0","0","0","0","699,2","0","0","2,576","0,4025","24,15","0","0","0","354,2","0","0","26,45","0"
"7861",7861,"CMM634","CM1271","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","375981","272430,3885","672,9915","2,5875","2,5875","65,2625","94,3805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2,139","1,9895","18,4","0","0","0","231,15","0","0","26,45","0"
"7862",7862,"CMM638","CM1275","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","370806","271434,454","654,327","3,105","3,105","57,592","85,9165","14,0185","0","0","0","0","0","2,76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7863",7863,"CMM639","CM1276","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","368568,56","271465,4465","645,3685","2,645","2,645","62,0425","93,0465","14,421","0","0","0","0","0","1,863","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7864",7864,"CMM644","CM1281","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","365631","270438,5195","632,5805","1,6675","1,6675","61,088","80,592","14,9615","51,29","3,6915","0,5635","0,6325","3,68","0","0","0","0,5865","28,75","121,9","9,2","322","445,05","0","0","1585,85","0","0","0","0","0,3795","0","0","0","0","0","0","0","26,45","0"
"7866",7866,"CMM648","CM1285","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","370231","270438,5195","652,1765","3,22","3,22","56,5915","88,1245","17,2845","0","0","0","0","0","3,013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7870",7870,"CMM655","CM1292","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","371956","269442,5965","687,6885","3,335","2,99","64,2965","94,0125","12,7535","0","0","0","0","0","2,277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7872",7872,"CMM663","CM1300","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","363331","268446,662","613,778","2,99","2,99","53,613","78,7405","18,998","0","4,9335","0","0","0","0","0","0","0","17,25","0","0","0","0","0","0","0","687,7","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7874",7874,"CMM668","CM1305","GEOCHIMIE","C2IB","G11","T3","Zone1","0","0","369081","268446,662","654,695","5,405","5,1175","52,6815","90,3095","18,3195","0","0","0","0","0","3,3235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7875",7875,"CMM669","CM1306","GEOCHIMIE","C2IB","G11","T3","Zone1","0","0","370231","268446,662","652,8435","3,45","3,22","60,7085","89,355","13,4435","0","0","0","0","0","2,829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7876",7876,"CMM670","CM1307","GEOCHIMIE","C2IB","G11","T4","Zone1","0","0","371381","268446,662","667,7015","4,025","4,025","65,5385","92,9545","11,546","0","0","0","0","0","3,0475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7877",7877,"CMM671","CM1308","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","372531","268446,662","696,8655","2,875","2,875","58,328","95,266","13,2825","0","11,5","0","0","0","0","0","0","0","27,6","0","0","0","0","0","0","0","307,05","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7878",7878,"CMM672","CM1309","GEOCHIMIE","C2IB","G11","T3","Zone1","0","0","373681","268446,662","666,8505","1,15","1,15","66,079","74,865","13,2825","0","0","0","0","0","2,6335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7879",7879,"CMM673","CM1310","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","374831","268446,662","659,663","1,61","1,61","62,8475","93,035","13,0525","0","0","0","0","0","2,553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7880",7880,"CMM1274","CM191","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","375315,15","269269,05","662,975","0,7475","0,7475","58,259","90,8155","14,0875","0","0","0","0","0","2,99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7881",7881,"CMM1275","CM192","GEOCHIMIE","C2IB","G11","T2","Zone1","0","0","373049,65","269196,6","685,285","1,61","1,61","61,249","97,1175","12,3625","0","0","0","0","0","2,806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7883",7883,"CMM1277","CM194","GEOCHIMIE","C2IB","G11","T3","Zone1","0","0","368418,6","269093,1","653,085","3,565","3,565","55,8325","88,366","16,6175","0","0","0","0","0","2,9555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7885",7885,"CMM1567","CM449","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","405829,549","281020,716","797,019","0,46","0,46","80,27","0","0","0","3,565","0","0","0","0","0","0","0","5,75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26,45","0"
"7886",7886,"CMM1569","CM451","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","406331,2825","279989,511","772,3745","0,6325","0,6325","73,554","80,293","5,635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,6215","0","0","0","0","0","0","0","26,45","0"
"7890",7890,"CMM1611","CM483","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","406221,6185","277995,388","786,8645","1,035","1,035","47,6215","85,146","22,1375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,575","0","0","0","0","0","0","0","26,45","0"
"7891",7891,"CMM1613","CM485","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","407338,924","277919,511","765,5665","0,345","0,345","79,35","73,3355","6,0375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,414","0","0","0","0","0","0","0","26,45","0"
"7892",7892,"CMM1617","CM489","GEOCHIMIE","C2IB","G11","T2","Zone3","0","0","403173,4975","277238,941","790,2455","1,4375","1,288","75,302","90,367","8,303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,2535","0","0","0","0","0","0","0","26,45","0"
"7893",7893,"CMM1620","CM492","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","403512,851","276688,7925","774,893","0,46","0,46","74,98","97,3475","7,6475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,575","0","0","0","0","0","0","0","26,45","0"
"7894",7894,"CMM1622","CM494","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","403758,813","276181,8265","767,97","0,805","0,805","79,6835","104,995","6,647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,713","0","0","0","0","0","0","0","26,45","0"
"7895",7895,"CMM1623","CM495","GEOCHIMIE","C2IB","G11","T1","Zone3","0","0","404912,2055","276103,592","757,0565","0,4025","0,4025","67,505","94,484","12,4775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,138","0","0","0","0","0","0","0","26,45","0"
"7896",7896,"CMM1842","CM1842","GEOCHIMIE","C2IB","G11","T1","Zone1","0","0","369626,261","271300,9045","651,452","2,1275","2,1275","60,8465","83,743","13,4895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,0005","0","0","0","0","0","0","0","26,45","0"
"7898",7898,"CMM50","CM690","GEOCHIMIE","C2S","G11","T4","Zone3","0","0","402759,969","280984,6405","838,718","0,69","0,69","62,56","71,3575","12,4775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,92","0","0","0","0","0","0","0","23","0"
"7899",7899,"CMM56","CM696","GEOCHIMIE","C2S","G11","T4","Zone3","0","0","401110,5815","279981,9325","827,7125","0,4025","0,4025","71,783","72,358","6,0375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,4255","0","0","0","0","0","0","0","23","0"
"7900",7900,"CMM68","CM708","GEOCHIMIE","C2S","G11","T4","Zone3","0","0","402235,4195","277968,294","821,4795","1,2075","1,2075","66,93","78,108","8,8205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3795","0","0","0","0","0","0","0","23","0"
"7901",7901,"CMM122","CM761","GEOCHIMIE","C2S","G11","T2","Zone3","0","0","396995,456","280911,328","820,1915","0,5175","0,5175","69,598","73,2435","7,6475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,276","0","0","0","0","0","0","0","23","0"
"7902",7902,"CMM127","CM766","GEOCHIMIE","C2S","G11","T2","Zone3","0","0","397573,837","279914,37","810,2325","0,345","0,345","70,2535","72,496","8,05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,529","0","0","0","0","0","0","0","23","0"
"7904",7904,"CMM129","CM768","GEOCHIMIE","C2S","G11","T2","Zone3","0","0","395272,5375","279911,84","814,545","0,69","0,69","51,1405","68,632","7,6475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,7015","0","0","0","0","0","0","0","23","0"
"7905",7905,"CMM141","CM780","GEOCHIMIE","C2S","G11","T1","Zone3","0","0","395271,192","277919,6145","795,087","1,035","1,035","50,462","56,994","17,3075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,368","0","0","0","0","0","0","0","23","0"
"7906",7906,"CMM152","CM791","GEOCHIMIE","C2S","G11","T4","Zone3","0","0","399889,27","275938,3255","812,8315","1,035","1,035","57,224","66,1595","14,49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,46","0","0","0","0","0","0","0","23","0"
"7907",7907,"CMM168","CM807","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","389781","274422,269","764,5545","0,805","0,805","51,405","67,39","16,1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,552","0","0","0","0","0","0","0","23","0"
"7910",7910,"CMM176","CM815","GEOCHIMIE","C2S","G11","T4","Zone1","0","0","403578,539","274426,087","796,996","0,575","0,575","75,44","78,9935","5,8305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3105","0","0","0","0","0","0","0","23","0"
"7911",7911,"CMM188","CM827","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","392080,2985","270432,988","726,846","0,69","0,69","58,811","73,0135","14,2945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3335","0","0","0","0","0","0","0","23","0"
"7912",7912,"CMM189","CM828","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","396683,07","270437,519","756,309","1,5525","1,5525","57,4425","78,936","15,318","57,109","6,7735","0,345","1,0005","3,3005","0","0","0","0,4485","4,6","123,05","9,2","86,25","290,95","0","0","956,8","0","0","0","0","0,368","0","0","0","0","0","0","0","23","0"
"7913",7913,"CMM191","CM830","GEOCHIMIE","C2S","G11","T4","Zone1","0","0","401281","270438,531","776,756","1,8975","1,8975","56,5685","65,9755","15,824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,5865","0","0","0","0","0","0","0","23","0"
"7914",7914,"CMM492","CM1129","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","377706","277410,061","689,701","1,955","1,955","40,549","72,8755","19,7225","0","12,719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0,3335","0","0","0","0","0","0","0","23","0"
"7916",7916,"CMM497","CM1134","GEOCHIMIE","C2S","G11","T3","Zone1","0","0","379431","274422,2575","704,03","1,265","1,265","40,0545","0","20,4585","0","13,409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7920",7920,"CMM504","CM1141","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","384606","271434,4655","702,5695","1,3225","1,3225","37,8695","60,352","20,5275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19,711","0","0","0","0","0","0","0","23","0"
"7922",7922,"CMM507","CM1144","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","382881","270438,531","693,6455","1,4375","1,4375","47,058","57,086","22,1375","0","9,085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5,52","0","0","0","0","0","0","0","23","0"
"7924",7924,"CMM597","CM1234","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","374831","278405,9955","683,7555","0,69","0,69","51,0025","69,8855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,1055","0,299","3,45","0","0","0","278,3","0","0","23","0"
"7925",7925,"CMM598","CM1235","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","375981","278405,9955","675,2455","0,92","0,92","43,5965","71,599","21,735","0","9,89","0","0","0","0","0","0","0,575","21,85","0","0","0","0","0","0","0","328,9","0","0","2,9095","0,4485","20,7","0","0","0","244,95","0","0","23","0"
"7926",7926,"CMM599","CM1236","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","375406","277410,061","693,013","0,9775","0,9775","48,829","64,6415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,9565","2,0585","4,6","0","0","0","246,1","0","0","23","0"
"7927",7927,"CMM616","CM1253","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","372600,9775","274450,2485","650,003","0,92","0,92","42,5615","76,636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,956","0,414","12,65","0","0","0","479,55","0","0","23","0"
"7928",7928,"CMM617","CM1254","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","373681","274422,2575","668,863","1,5525","1,5525","38,3755","66,4355","18,8945","0","10,787","0","0","0","0","0","0","0,391","3,45","0","0","0","0","0","0","0","684,25","0","0","5,727","0,3565","3,45","0","0","0","331,2","0","0","23","0"
"7929",7929,"CMM621","CM1258","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","373106","273426,323","656,1555","0,805","0,4025","40,2615","73,8185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,577","0,4485","4,6","0","0","0","292,1","0","0","23","0"
"7930",7930,"CMM626","CM1263","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","365631","272430,3885","633,926","0,575","0,575","40,6525","55,0275","19,7225","0","13,57","0","0","0","0","0","0","0","6,9","0","0","0","0","0","0","0","277,15","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7931",7931,"CMM629","CM1266","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","370231","272430,3885","646,714","0,805","0,805","49,5305","64,7565","15,525","0","13,3285","0","0","0","0","0","0","0","10,35","0","0","0","0","0","0","0","225,4","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7933",7933,"CMM634","CM1271","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","375981","272430,3885","672,9915","0,92","0,92","52,7505","58,719","19,32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7935",7935,"CMM644","CM1281","GEOCHIMIE","C2S","G11","T1","Zone1","0","0","365631","270438,5195","632,5805","0,7475","0,4025","37,1795","35,696","20,8725","36,708","12,8915","0,8165","2,0585","2,392","0","0","0","7,613","1,15","52,9","5,75","119,6","267,95","0","0","943","0","0","0","0","1,2075","0","0","0","0","0","0","0","23","0"
"7936",7936,"CMM648","CM1285","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","370231","270438,5195","652,1765","0,69","0,69","48,8635","47,955","30,1875","0","0","0","0","0","0,8625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7940",7940,"CMM655","CM1292","GEOCHIMIE","C2S","G11","T2","Zone1","0","0","371956","269442,5965","687,6885","1,725","1,725","33,971","54,4065","25,76","0","0","0","0","0","1,1615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7941",7941,"CMM667","CM1304","GEOCHIMIE","C2S","G11","T3","Zone1","0","0","367931","268446,662","654,1775","1,035","1,035","56,35","92,299","17,71","0","2,875","0","0","0","0","0","0","0","21,85","0","0","0","0","0","0","0","185,15","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7942",7942,"CMM668","CM1305","GEOCHIMIE","C2S","G11","T3","Zone1","0","0","369081","268446,662","654,695","1,38","1,38","40,8135","51,6465","21,298","0","0","0","0","0","1,357","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
"7943",7943,"CMM669","CM1306","GEOCHIMIE","C2S","G11","T3","Zone1","0","0","370231","268446,662","652,8435","1,84","1,84","42,1245","47,6215","20,378","0","0","0","0","0","1,541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0"
